original_text,translated_text,text_hash,translation_config
DeepSe DeepSee,DeepSe DeepSee,6bed42ace5fa1ea6112ed39cb02df21c,deepseek|auto|zh-CN
修改代碩,修改代码,ea77d6b1f23e97629d0f90d033d3db19,deepseek|auto|zh-CN
DeepSee,DeepSee,0cb8cdf45242760d66469099dba450cc,deepseek|auto|zh-CN
PyQt自z,PyQt自,de737ae998812b82a0e39d787379876d,deepseek|auto|zh-CN
吽哩吽,,dd27698a2599f34a32cfa21801d871c4,deepseek|auto|zh-CN
也 以防依不,也 以防依不,7d5f7bc133f019f00a91699aa242ec12,deepseek|auto|zh-CN
文オ是神,文才是神,e07c687a27bb11ce467f3745a58e3ccf,deepseek|auto|zh-CN
猫: 人回,猫: 人回,cb1411f22a383097885eaf94e04eaec8,deepseek|auto|zh-CN
如果当生 ×2026OC 凸20260℃,如果当生 ×2026OC 凸20260℃,ce922527e374cbf083a26d6a3c392de7,deepseek|auto|zh-CN
YouTube x YouTube メ GitHub GitHub,YouTube x YouTube メ GitHub GitHub,5e714c2691093b72d73c04703d4da486,deepseek|auto|zh-CN
github.com ithub.con.,github.com ithub.con.,7e71eb63e470d3ee55729137cfc11d31,deepseek|auto|zh-CN
☆图,☆图,5e185dc0e5cd8b3fb4f9ea915a147cf7,deepseek|auto|zh-CN
所有书签 - 所有干釜,所有书签 - 所有书签,3649a0336edcae228888b880d9d935ab,deepseek|auto|zh-CN
Top repositories Top repositories,Top repositories Top repositories,7923b966d3adbff709d1d5b41e809d91,deepseek|auto|zh-CN
New new,New new,f91e6f14bc4c5e1d14527aff939ceb78,deepseek|auto|zh-CN
ogulcancelik/herdr ogulcancelik/herdr,ogulcancelik/herdr ogulcancelik/herdr,baac22749b7a3d9d24db3fc2efdda0b9,deepseek|auto|zh-CN
tal,tal,c0079e0d4e801bc94bce6fa2ed9e008c,deepseek|auto|zh-CN
Find a repository.. Find a repository.,Find a repository.. Find a repository.,1f0e5ac9a78cdba38cdde9503e8c6bc3,deepseek|auto|zh-CN
agent multiplexer that lives in your terminal. agent multiplexer that lives in your terminal,agent multiplexer that lives in your terminal. agent multiplexer that lives in your terminal,4a20bc0a4eb013b00bd192a49d7c9634,deepseek|auto|zh-CN
D Rust,D Rust,69766692f2b0170a61f5df05c4b02b4a,deepseek|auto|zh-CN
Ilcde/ReMyCloud Ilccde/ReMyCloud,Ilcde/ReMyCloud Ilccde/ReMyCloud,8a4a457a3da10cb85721369b55abab70,deepseek|auto|zh-CN
vnotex/vnote 'notex/vnote,vnotex/vnote 'notex/vnote,d3cc63f2e335830c38c9e7c45f2087e3,deepseek|auto|zh-CN
Ilcde/AITranslate Ilccde/AITranslate,Ilcde/AITranslate Ilccde/AITranslate,ca4d6c37e96cc13dc8c79ad4fd281b91,deepseek|auto|zh-CN
tamlok contributed to vnotex/vnote tamlok contributed to vnotex/vnote,tamlok contributed to vnotex/vnote tamlok contributed to vnotex/vnote,8bbdae2e3be098210c2adf73b5f5f750,deepseek|auto|zh-CN
Ilcde/CPHe Ilcde/CPHe,Ilcde/CPHe Ilcde/CPHe,2008a4244bcbd8d65c50ddc2cb83fa9e,deepseek|auto|zh-CN
weeks ago weeks agc,weeks ago weeks ago,3289660817028630bef5a5cb8dc556bd,deepseek|auto|zh-CN
llcde/PageGen Ilccde/PageGen,llcde/PageGen Ilccde/PageGen,0f93a64d84f87cbf2dfa7b3fde5d1b87,deepseek|auto|zh-CN
Ilcde/sqlitebrowser_fork Ilcde/sqlitebrowser_fork,Ilcde/sqlitebrowser_fork Ilcde/sqlitebrowser_fork,a562c413d4cf8ce0a3c7c06b32a45845,deepseek|auto|zh-CN
Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows ＃2696,Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows #2696,124ddb1dea46c8ac3e61f86411a7a2dd,deepseek|auto|zh-CN
Merged - Merged tamlok merged 18 commits tamlok merged 18 commit.,Merged - Merged tamlok merged 18 commits tamlok merged 18 commits,699a788248e8b68bdb00ddf751515f30,deepseek|auto|zh-CN
Ilcde/RMCVnote Ilccde/RMCVnote,Ilcde/RMCVnote Ilccde/RMCVnote,882ea10339bf16c366d150258901d1ad,deepseek|auto|zh-CN
Show more Show more,Show more Show more,208648eba428b14f5907e5949be9a202,deepseek|auto|zh-CN
tamlok forked a repository tamlok f forked a repository,tamlok forked a repository tamlok forked a repository,1d915bc4f5d5575856881931b0ce208f,deepseek|auto|zh-CN
2 weeks ago 2 weeks ago,2 weeks ago 2 weeks ago,2f8cabaa82af5d43f1dd00f8aea77cc9,deepseek|auto|zh-CN
vnotex/libgit2 Vnotex/libgit2,vnotex/libgit2 Vnotex/libgit2,41663a1d170f1462b294851bd3877315,deepseek|auto|zh-CN
1es☆,1es☆,46a50ef46b9c7970bfec9054b4f12f66,deepseek|auto|zh-CN
tamlok starred 2 repositories tamlok starred 2 repositories,tamlok starred 2 repositories tamlok starred 2 repositories,3c891d9d7231263f436734ff91673c86,deepseek|auto|zh-CN
3 weeks ago weeks ago,3 weeks ago weeks ago,a604732886e5abcbf1ba2da4011750c6,deepseek|auto|zh-CN
xuzhougeng/wispterm xuzhougeng/wispterm,xuzhougeng/wispterm xuzhougeng/wispterm,43b6b8756b5eafb053d2eb1540f3d3c1,deepseek|auto|zh-CN
des,des,0ecee728bf87a4c1a02883004044dcd5,deepseek|auto|zh-CN
"A cross-platform terminal workspace for remote development and Al agents, powered by libghostty-vt. A cross-platform terminal workspace for remote development and AI gents. powered by libghostty-vt.","A cross-platform terminal workspace for remote development and AI agents, powered by libghostty-vt. A cross-platform terminal workspace for remote development and AI agents, powered by libghostty-vt.",2cd8162bfa3267e5a3718dfbe25bf2d5,deepseek|auto|zh-CN
●Zig☆217 `ziç 含217,●Zig☆217 `ziç 含217,e3731f69d9f048572ea493bff2e7b556,deepseek|auto|zh-CN
ghostty-org/ghostty Thostty-orglghostt,ghostty-org/ghostty ghostty-org/ghostty,c25b093619222cf1996f4f17a0507647,deepseek|auto|zh-CN
de1s,de1s,2d95e5029d74b9535e3b0048f0e713fb,deepseek|auto|zh-CN
"DeepSe DeepSee
修改代碩
DeepSee
PyQt自z
吽哩吽
也 以防依不
文オ是神
猫: 人回
如果当生 ×2026OC 凸20260℃
YouTube x YouTube メ GitHub GitHub
github.com ithub.con.
☆图
所有书签 - 所有干釜
Top repositories Top repositories
New new
ogulcancelik/herdr ogulcancelik/herdr
tal
Find a repository.. Find a repository.
agent multiplexer that lives in your terminal. agent multiplexer that lives in your terminal
D Rust
Ilcde/ReMyCloud Ilccde/ReMyCloud
vnotex/vnote 'notex/vnote
Ilcde/AITranslate Ilccde/AITranslate
tamlok contributed to vnotex/vnote tamlok contributed to vnotex/vnote
Ilcde/CPHe Ilcde/CPHe
weeks ago weeks agc
llcde/PageGen Ilccde/PageGen
Ilcde/sqlitebrowser_fork Ilcde/sqlitebrowser_fork
Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows ＃2696
Merged - Merged tamlok merged 18 commits tamlok merged 18 commit.
Ilcde/RMCVnote Ilccde/RMCVnote
Show more Show more
tamlok forked a repository tamlok f forked a repository
2 weeks ago 2 weeks ago
vnotex/libgit2 Vnotex/libgit2
1es☆
tamlok starred 2 repositories tamlok starred 2 repositories
3 weeks ago weeks ago
xuzhougeng/wispterm xuzhougeng/wispterm
des
A cross-platform terminal workspace for remote development and Al agents, powered by libghostty-vt. A cross-platform terminal workspace for remote development and AI gents. powered by libghostty-vt.
●Zig☆217 `ziç 含217
ghostty-org/ghostty Thostty-orglghostt
de1s","DeepSe DeepSee
修改代码
DeepSee
PyQt自

也 以防依不
文才是神
猫: 人回
如果当生 ×2026OC 凸20260℃
YouTube x YouTube メ GitHub GitHub
github.com ithub.con.
☆图
所有书签 - 所有书签
Top repositories Top repositories
New new
ogulcancelik/herdr ogulcancelik/herdr
tal
Find a repository.. Find a repository.
agent multiplexer that lives in your terminal. agent multiplexer that lives in your terminal
D Rust
Ilcde/ReMyCloud Ilccde/ReMyCloud
vnotex/vnote 'notex/vnote
Ilcde/AITranslate Ilccde/AITranslate
tamlok contributed to vnotex/vnote tamlok contributed to vnotex/vnote
Ilcde/CPHe Ilcde/CPHe
weeks ago weeks ago
llcde/PageGen Ilccde/PageGen
Ilcde/sqlitebrowser_fork Ilcde/sqlitebrowser_fork
Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows #2696
Merged - Merged tamlok merged 18 commits tamlok merged 18 commits
Ilcde/RMCVnote Ilccde/RMCVnote
Show more Show more
tamlok forked a repository tamlok forked a repository
2 weeks ago 2 weeks ago
vnotex/libgit2 Vnotex/libgit2
1es☆
tamlok starred 2 repositories tamlok starred 2 repositories
3 weeks ago weeks ago
xuzhougeng/wispterm xuzhougeng/wispterm
des
A cross-platform terminal workspace for remote development and AI agents, powered by libghostty-vt. A cross-platform terminal workspace for remote development and AI agents, powered by libghostty-vt.
●Zig☆217 `ziç 含217
ghostty-org/ghostty ghostty-org/ghostty
de1s",bc7f24771a00c3473f1cd49f9e5bb2c6,deepseek|auto|zh-CN
DeepSe DeepSee,DeepSe DeepSee,6bed42ace5fa1ea6112ed39cb02df21c,deepseek|auto|zh-CN
Q修改代码 修改代碩,修改代码 修改代码,c8a164534dac6665a4dee986613e8b83,deepseek|auto|zh-CN
DeepSee,DeepSee,0cb8cdf45242760d66469099dba450cc,deepseek|auto|zh-CN
PyQt自z,PyQt自,de737ae998812b82a0e39d787379876d,deepseek|auto|zh-CN
吽哩吽,吽哩吽,dd27698a2599f34a32cfa21801d871c4,deepseek|auto|zh-CN
也以防依不,也以防依不,4d47da58ae8bdde1755d538afa7a4aff,deepseek|auto|zh-CN
文オ是神,文才是神,e07c687a27bb11ce467f3745a58e3ccf,deepseek|auto|zh-CN
猫: 人回,猫: 人回,cb1411f22a383097885eaf94e04eaec8,deepseek|auto|zh-CN
如果当 ×2026OC 凸20260℃,如果当 ×2026℃ 凸20260℃,131a70567cb4f68c8bba68d51bc867e7,deepseek|auto|zh-CN
YouTube x YouTube メ GitHub GitHub,YouTube × YouTube メ GitHub GitHub,5e714c2691093b72d73c04703d4da486,deepseek|auto|zh-CN
github.com ithub.con.,github.com github.com,7e71eb63e470d3ee55729137cfc11d31,deepseek|auto|zh-CN
☆图,☆图,5e185dc0e5cd8b3fb4f9ea915a147cf7,deepseek|auto|zh-CN
所有书签 所有干釜,所有书签 所有书签,0772384507bebc21b22bb20e225ffd46,deepseek|auto|zh-CN
Top repositories Top repositories,Top repositories Top repositories,7923b966d3adbff709d1d5b41e809d91,deepseek|auto|zh-CN
New new,New new,f91e6f14bc4c5e1d14527aff939ceb78,deepseek|auto|zh-CN
Find a repository.. Find a repository,Find a repository.. Find a repository,55e50789a4f8ced14107bf8ac41f1829,deepseek|auto|zh-CN
tamlok starred a repository tamlok starred a repository,tamlok starred a repository tamlok starred a repository,a3b0d5512a4d09e78938d725ee6f5664,deepseek|auto|zh-CN
Iast week ast week,Last week Last week,02e5bb951a5eb71e1a4b996e4e8aee7b,deepseek|auto|zh-CN
Ilcde/ReMyCloud Ilccde/ReMyCloud,Ilcde/ReMyCloud Ilcde/ReMyCloud,8a4a457a3da10cb85721369b55abab70,deepseek|auto|zh-CN
vnotex/vnote 'notex/vnote,vnotex/vnote vnotex/vnote,d3cc63f2e335830c38c9e7c45f2087e3,deepseek|auto|zh-CN
ogulcancelik/herdr ogulcancelik/herdr,ogulcancelik/herdr ogulcancelik/herdr,baac22749b7a3d9d24db3fc2efdda0b9,deepseek|auto|zh-CN
Star,Star,26f93e6e68e28a698377e941cb59f29a,deepseek|auto|zh-CN
Ilcde/AITranslate Ilccde/AITranslate,Ilcde/AITranslate Ilcde/AITranslate,ca4d6c37e96cc13dc8c79ad4fd281b91,deepseek|auto|zh-CN
agent multiplexer that lives in your agent multiplexer that lives in your terminal.,agent multiplexer that lives in your agent multiplexer that lives in your terminal.,ec6ed8981568dc4e5a18f6cf850cb230,deepseek|auto|zh-CN
Ilcde/CPHe Ilcde/CPHe,Ilcde/CPHe Ilcde/CPHe,2008a4244bcbd8d65c50ddc2cb83fa9e,deepseek|auto|zh-CN
●Rust☆6k D Rust,●Rust☆6k D Rust,fa3a9646b6348773eadc3d1bb5cbb887,deepseek|auto|zh-CN
llcde/PageGen Ilccde/PageGen,Ilcde/PageGen Ilcde/PageGen,0f93a64d84f87cbf2dfa7b3fde5d1b87,deepseek|auto|zh-CN
Ilcde/sqlitebrowser_fork Ilccde/sqlitebrowser_fork,Ilcde/sqlitebrowser_fork Ilcde/sqlitebrowser_fork,54be3faa063f5a3edcb658b4c9a0df81,deepseek|auto|zh-CN
Ilcde/RMCVnote Ilccde/RMCVnote,Ilcde/RMCVnote Ilcde/RMCVnote,882ea10339bf16c366d150258901d1ad,deepseek|auto|zh-CN
tamlok contributed to vnotex/vnote amlok contributed to vnotex/vnote,tamlok contributed to vnotex/vnote tamlok contributed to vnotex/vnote,99a2bfcc27d7d7d1dfbaa0828db696cd,deepseek|auto|zh-CN
weeks ago,weeks ago,da038753f23136d4971ad07100a86264,deepseek|auto|zh-CN
Show more Show more,Show more Show more,208648eba428b14f5907e5949be9a202,deepseek|auto|zh-CN
Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows ＃2696,Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows #2696,124ddb1dea46c8ac3e61f86411a7a2dd,deepseek|auto|zh-CN
Merged -- Merged tamlok merged 18 commits tamlok merge. 18 commi,Merged -- Merged tamlok merged 18 commits tamlok merged 18 commits,9203a52a70f71e2798f95b4cf30db8d4,deepseek|auto|zh-CN
tamlok forked a repository tamlok f forked a repository,tamlok forked a repository tamlok forked a repository,1d915bc4f5d5575856881931b0ce208f,deepseek|auto|zh-CN
2 weeks ago weeks ago,2 weeks ago 2 weeks ago,b0b7424cc450a3d4aeb2ab6e306902ad,deepseek|auto|zh-CN
vnotex/libgit2 Vnotex/libgit2,vnotex/libgit2 vnotex/libgit2,41663a1d170f1462b294851bd3877315,deepseek|auto|zh-CN
de1s,dels,2d95e5029d74b9535e3b0048f0e713fb,deepseek|auto|zh-CN
tamlok starred 2 repositories tamlok starred 2 repositories,tamlok starred 2 repositories tamlok starred 2 repositories,3c891d9d7231263f436734ff91673c86,deepseek|auto|zh-CN
3 weeks ago 3 weeks ago,3 weeks ago 3 weeks ago,e7452a6bf74c3f35cfd562c8c0d9bc4a,deepseek|auto|zh-CN
2 xuzhougeng/wispterm - Xuzhougeng/wispterm,2 xuzhougeng/wispterm - xuzhougeng/wispterm,4d4656bdd6d13954ce1402731336d25d,deepseek|auto|zh-CN
de1s Star,dels Star,d8e9814c66d076395d9a4fdf056d461c,deepseek|auto|zh-CN
A cross-platform terminal workspace for r,A cross-platform terminal workspace for,39578c936b7214c9d6a7841ee7d39b44,deepseek|auto|zh-CN
powered by libghostty-vt. rered by libqhostty-vt,powered by libghostty-vt. powered by libghostty-vt,61cbd521cd7d2171aa2af0612741fcdd,deepseek|auto|zh-CN
"DeepSe DeepSee
Q修改代码 修改代碩
DeepSee
PyQt自z
吽哩吽
也以防依不
文オ是神
猫: 人回
如果当 ×2026OC 凸20260℃
YouTube x YouTube メ GitHub GitHub
github.com ithub.con.
☆图
所有书签 所有干釜
Top repositories Top repositories
New new
Find a repository.. Find a repository
tamlok starred a repository tamlok starred a repository
Iast week ast week
Ilcde/ReMyCloud Ilccde/ReMyCloud
vnotex/vnote 'notex/vnote
ogulcancelik/herdr ogulcancelik/herdr
Star
Ilcde/AITranslate Ilccde/AITranslate
agent multiplexer that lives in your agent multiplexer that lives in your terminal.
Ilcde/CPHe Ilcde/CPHe
●Rust☆6k D Rust
llcde/PageGen Ilccde/PageGen
Ilcde/sqlitebrowser_fork Ilccde/sqlitebrowser_fork
Ilcde/RMCVnote Ilccde/RMCVnote
tamlok contributed to vnotex/vnote amlok contributed to vnotex/vnote
weeks ago
Show more Show more
Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows ＃2696
Merged -- Merged tamlok merged 18 commits tamlok merge. 18 commi
tamlok forked a repository tamlok f forked a repository
2 weeks ago weeks ago
vnotex/libgit2 Vnotex/libgit2
de1s
tamlok starred 2 repositories tamlok starred 2 repositories
3 weeks ago 3 weeks ago
2 xuzhougeng/wispterm - Xuzhougeng/wispterm
de1s Star
A cross-platform terminal workspace for r
powered by libghostty-vt. rered by libqhostty-vt","DeepSe DeepSee
修改代码 修改代码
DeepSee
PyQt自
吽哩吽
也以防依不
文才是神
猫: 人回
如果当 ×2026℃ 凸20260℃
YouTube × YouTube メ GitHub GitHub
github.com github.com
☆图
所有书签 所有书签
Top repositories Top repositories
New new
Find a repository.. Find a repository
tamlok starred a repository tamlok starred a repository
Last week Last week
Ilcde/ReMyCloud Ilcde/ReMyCloud
vnotex/vnote vnotex/vnote
ogulcancelik/herdr ogulcancelik/herdr
Star
Ilcde/AITranslate Ilcde/AITranslate
agent multiplexer that lives in your agent multiplexer that lives in your terminal.
Ilcde/CPHe Ilcde/CPHe
●Rust☆6k D Rust
Ilcde/PageGen Ilcde/PageGen
Ilcde/sqlitebrowser_fork Ilcde/sqlitebrowser_fork
Ilcde/RMCVnote Ilcde/RMCVnote
tamlok contributed to vnotex/vnote tamlok contributed to vnotex/vnote
weeks ago
Show more Show more
Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows #2696
Merged -- Merged tamlok merged 18 commits tamlok merged 18 commits
tamlok forked a repository tamlok forked a repository
2 weeks ago 2 weeks ago
vnotex/libgit2 vnotex/libgit2
dels
tamlok starred 2 repositories tamlok starred 2 repositories
3 weeks ago 3 weeks ago
2 xuzhougeng/wispterm - xuzhougeng/wispterm
dels Star
A cross-platform terminal workspace for
powered by libghostty-vt. powered by libghostty-vt",d306749af206d60717f79e0de4159cf0,deepseek|auto|zh-CN
QDeer Deel,QDeer Deel,1802b98db3e7c981c7757ff65ca3c1cd,deepseek|auto|zh-CN
修改,修改,8347a927c09a4ec2fe473b0a93f667d0,deepseek|auto|zh-CN
Dee,Dee,580b3515241225a5ea419b08b8940e21,deepseek|auto|zh-CN
PyQ,PyQ,9a817ee2650248411e65784cf0708cff,deepseek|auto|zh-CN
回哗哩× 吽哩 尚以防 以防,回哔哩× 哔哩 尚以防 以防,b6d2d2578d6c6a0f10dc332b16792c17,deepseek|auto|zh-CN
曲这才,曲这才,0f91f4d2edcf0a0336d78f2e1ec22c56,deepseek|auto|zh-CN
回猫,回猫,202e8c7a4679186dea1169c21da2d870,deepseek|auto|zh-CN
茴如果 如果,茴如果 如果,ddde94988c9f7a213d7d7f26b3786a99,deepseek|auto|zh-CN
色202,色202,6fe575f25f840056c5d10d5b2d0bfec8,deepseek|auto|zh-CN
You,You,cae8d14edd025e72c59dbab6f378c95a,deepseek|auto|zh-CN
O GitH GitH,O GitH GitH,26b3aaa658d17e8d74f092ca17aec8ad,deepseek|auto|zh-CN
Dee,Dee,580b3515241225a5ea419b08b8940e21,deepseek|auto|zh-CN
github.com ithub.con.,github.com ithub.con.,7e71eb63e470d3ee55729137cfc11d31,deepseek|auto|zh-CN
所有书签 - 所有干釜,所有书签 - 所有干釜,3649a0336edcae228888b880d9d935ab,deepseek|auto|zh-CN
Top repositories Top repositories,Top repositories Top repositories,7923b966d3adbff709d1d5b41e809d91,deepseek|auto|zh-CN
New new,New new,f91e6f14bc4c5e1d14527aff939ceb78,deepseek|auto|zh-CN
Find a repository.. Find a repository,Find a repository.. Find a repository,55e50789a4f8ced14107bf8ac41f1829,deepseek|auto|zh-CN
tamlok starred a repository tamlok starred a repository,tamlok starred a repository tamlok starred a repository,a3b0d5512a4d09e78938d725ee6f5664,deepseek|auto|zh-CN
Iast week ast week,Iast week ast week,02e5bb951a5eb71e1a4b996e4e8aee7b,deepseek|auto|zh-CN
Ilcde/ReMyCloud Ilccde/ReMyCloud,Ilcde/ReMyCloud Ilccde/ReMyCloud,8a4a457a3da10cb85721369b55abab70,deepseek|auto|zh-CN
vnotex/vnote 'notex/vnote,vnotex/vnote 'notex/vnote,d3cc63f2e335830c38c9e7c45f2087e3,deepseek|auto|zh-CN
ogulcancelik/herdr ogulcancelik/herdr,ogulcancelik/herdr ogulcancelik/herdr,baac22749b7a3d9d24db3fc2efdda0b9,deepseek|auto|zh-CN
Star,Star,26f93e6e68e28a698377e941cb59f29a,deepseek|auto|zh-CN
Ilcde/AITranslate Ilccde/AITranslate,Ilcde/AITranslate Ilccde/AITranslate,ca4d6c37e96cc13dc8c79ad4fd281b91,deepseek|auto|zh-CN
agent multiplexer that lives in your agent multiplexer that lives in your terminal.,agent multiplexer that lives in your agent multiplexer that lives in your terminal.,ec6ed8981568dc4e5a18f6cf850cb230,deepseek|auto|zh-CN
Ilcde/CPHe Ilcde/CPHe,Ilcde/CPHe Ilcde/CPHe,2008a4244bcbd8d65c50ddc2cb83fa9e,deepseek|auto|zh-CN
●Rust☆6k D Rust,●Rust☆6k D Rust,fa3a9646b6348773eadc3d1bb5cbb887,deepseek|auto|zh-CN
llcde/PageGen Ilccde/PageGen,llcde/PageGen Ilccde/PageGen,0f93a64d84f87cbf2dfa7b3fde5d1b87,deepseek|auto|zh-CN
Ilcde/sqlitebrowser_fork Ilccde/sqlitebrowser_fork,Ilcde/sqlitebrowser_fork Ilccde/sqlitebrowser_fork,54be3faa063f5a3edcb658b4c9a0df81,deepseek|auto|zh-CN
Ilcde/RMCVnote Ilccde/RMCVnote,Ilcde/RMCVnote Ilccde/RMCVnote,882ea10339bf16c366d150258901d1ad,deepseek|auto|zh-CN
tamlok contributed to vnotex/vnote amlok contributed to vnotex/vnote,tamlok contributed to vnotex/vnote amlok contributed to vnotex/vnote,99a2bfcc27d7d7d1dfbaa0828db696cd,deepseek|auto|zh-CN
weeks ago,weeks ago,da038753f23136d4971ad07100a86264,deepseek|auto|zh-CN
Show more Show more,Show more Show more,208648eba428b14f5907e5949be9a202,deepseek|auto|zh-CN
Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows ＃2696,Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows ＃2696,124ddb1dea46c8ac3e61f86411a7a2dd,deepseek|auto|zh-CN
Merged -- Merged tamlok merged 18 commits tamlok merge 18 commi,Merged -- Merged tamlok merged 18 commits tamlok merge 18 commi,2a86d3f6625d49b5ed052f4cc896364f,deepseek|auto|zh-CN
tamlok forked a repository tamlok f forked a repository,tamlok forked a repository tamlok f forked a repository,1d915bc4f5d5575856881931b0ce208f,deepseek|auto|zh-CN
2 weeks ago weeks ago,2 weeks ago weeks ago,b0b7424cc450a3d4aeb2ab6e306902ad,deepseek|auto|zh-CN
vnotex/libgit2 Vnotex/libgit2,vnotex/libgit2 Vnotex/libgit2,41663a1d170f1462b294851bd3877315,deepseek|auto|zh-CN
de1s,de1s,2d95e5029d74b9535e3b0048f0e713fb,deepseek|auto|zh-CN
tamlok starred 2 repositories tamlok starred 2 repositories,tamlok starred 2 repositories tamlok starred 2 repositories,3c891d9d7231263f436734ff91673c86,deepseek|auto|zh-CN
3 weeks ago 3 weeks ago,3 weeks ago 3 weeks ago,e7452a6bf74c3f35cfd562c8c0d9bc4a,deepseek|auto|zh-CN
2 xuzhougeng/wispterm Xuzhougeng/wispterm,2 xuzhougeng/wispterm Xuzhougeng/wispterm,35e88cde5f2b7c6edb0be05b85f74098,deepseek|auto|zh-CN
de1s Star,de1s Star,d8e9814c66d076395d9a4fdf056d461c,deepseek|auto|zh-CN
A cross-platform terminal workspace for r,A cross-platform terminal workspace for r,39578c936b7214c9d6a7841ee7d39b44,deepseek|auto|zh-CN
powered by libghostty-vt. ered by libqhostty-vt,powered by libghostty-vt. ered by libqhostty-vt,97a9b242e9c6b5e3fb0c10436c24f58d,deepseek|auto|zh-CN
"QDeer Deel
修改
Dee
PyQ
回哗哩× 吽哩 尚以防 以防
曲这才
回猫
茴如果 如果
色202
You
O GitH GitH
Dee
github.com ithub.con.
所有书签 - 所有干釜
Top repositories Top repositories
New new
Find a repository.. Find a repository
tamlok starred a repository tamlok starred a repository
Iast week ast week
Ilcde/ReMyCloud Ilccde/ReMyCloud
vnotex/vnote 'notex/vnote
ogulcancelik/herdr ogulcancelik/herdr
Star
Ilcde/AITranslate Ilccde/AITranslate
agent multiplexer that lives in your agent multiplexer that lives in your terminal.
Ilcde/CPHe Ilcde/CPHe
●Rust☆6k D Rust
llcde/PageGen Ilccde/PageGen
Ilcde/sqlitebrowser_fork Ilccde/sqlitebrowser_fork
Ilcde/RMCVnote Ilccde/RMCVnote
tamlok contributed to vnotex/vnote amlok contributed to vnotex/vnote
weeks ago
Show more Show more
Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows ＃2696
Merged -- Merged tamlok merged 18 commits tamlok merge 18 commi
tamlok forked a repository tamlok f forked a repository
2 weeks ago weeks ago
vnotex/libgit2 Vnotex/libgit2
de1s
tamlok starred 2 repositories tamlok starred 2 repositories
3 weeks ago 3 weeks ago
2 xuzhougeng/wispterm Xuzhougeng/wispterm
de1s Star
A cross-platform terminal workspace for r
powered by libghostty-vt. ered by libqhostty-vt","QDeer Deel
修改
Dee
PyQ
回哔哩× 哔哩 尚以防 以防
曲这才
回猫
茴如果 如果
色202
You
O GitH GitH
Dee
github.com ithub.con.
所有书签 - 所有干釜
Top repositories Top repositories
New new
Find a repository.. Find a repository
tamlok starred a repository tamlok starred a repository
Iast week ast week
Ilcde/ReMyCloud Ilccde/ReMyCloud
vnotex/vnote 'notex/vnote
ogulcancelik/herdr ogulcancelik/herdr
Star
Ilcde/AITranslate Ilccde/AITranslate
agent multiplexer that lives in your agent multiplexer that lives in your terminal.
Ilcde/CPHe Ilcde/CPHe
●Rust☆6k D Rust
llcde/PageGen Ilccde/PageGen
Ilcde/sqlitebrowser_fork Ilccde/sqlitebrowser_fork
Ilcde/RMCVnote Ilccde/RMCVnote
tamlok contributed to vnotex/vnote amlok contributed to vnotex/vnote
weeks ago
Show more Show more
Ci/readd qt5.15 windows #2696 Ci/readd qt5.15 windows ＃2696
Merged -- Merged tamlok merged 18 commits tamlok merge 18 commi
tamlok forked a repository tamlok f forked a repository
2 weeks ago weeks ago
vnotex/libgit2 Vnotex/libgit2
de1s
tamlok starred 2 repositories tamlok starred 2 repositories
3 weeks ago 3 weeks ago
2 xuzhougeng/wispterm Xuzhougeng/wispterm
de1s Star
A cross-platform terminal workspace for r
powered by libghostty-vt. ered by libqhostty-vt",f48dc21599bf3cb509291f9ddfca8b4c,deepseek|auto|zh-CN
+ Dee!,+ 迪！,09b23e8ea983ebcfddf15fe4ebc9395a,deepseek|auto|zh-CN
修改,修改,8347a927c09a4ec2fe473b0a93f667d0,deepseek|auto|zh-CN
Deel,迪尔,282df8b52b60f8a324714ffa21cb4ed5,deepseek|auto|zh-CN
PyQ,PyQ,9a817ee2650248411e65784cf0708cff,deepseek|auto|zh-CN
日 吽哩,日 吽哩,de14d0b233c8482868f5852ffc54ffb3,deepseek|auto|zh-CN
以防,以防,c8f04b37537f0622ae6fc155e92a27e5,deepseek|auto|zh-CN
如果,如果,f12e4aca663eea3ddfccac53633e6864,deepseek|auto|zh-CN
2026 2021,2026 2021,2aecb1f26a369aa43e00fc3bb03eb429,deepseek|auto|zh-CN
gho gho,gho gho,89eff5e2365429b40b9dbd6fe460c5c9,deepseek|auto|zh-CN
Dee,迪,580b3515241225a5ea419b08b8940e21,deepseek|auto|zh-CN
莫理,莫理,ef0beb018cda66cb519aa25c872830fb,deepseek|auto|zh-CN
。github.com/ghostty-org/ghostty github.com/ghostty-org/ghostty,。github.com/ghostty-org/ghostty github.com/ghostty-org/ghostty,235ab006f552645625f12291d05c18a0,deepseek|auto|zh-CN
